data,tags
ntdll ntdll wow64 wow64win wow64cpu kernel32 kernel32 kernel32 user32 kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 sspicli cryptbase dnsapi ws2_32 nsi winnsi dhcpcsvc dhcpcsvc6 shell32 shlwapi gdi32 user32 lpk usp10 ole32 imm32 msctf clbcatq oleaut32 cryptsp rsaenh RpcRtRemote wevtapi ,normal
ntdll ntdll wow64 wow64win wow64cpu kernel32 kernel32 kernel32 user32 kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 sspicli cryptbase msvcr120_clr0400 mscoree ole32 gdi32 user32 lpk usp10 oleaut32 imm32 msctf cryptsp rsaenh RpcRtRemote clbcatq sxs mscoreei clr shlwapi mscorlib.ni clrjit Microsoft.Powershell.GraphicalHost Microsoft.Powershell.GraphicalHost version mscorlib mscorlib System.ni System.Core.ni WindowsBase.ni PresentationCore.ni PresentationFramework.ni PresentationFramework PresentationFramework WindowsBase WindowsBase System.Core System.Core System System PresentationCore PresentationCore UIAutomationProvider.ni UIAutomationProvider UIAutomationProvider System.Xaml.ni System.Xaml System.Xaml UIAutomationTypes.ni UIAutomationTypes UIAutomationTypes System.Data.ni System.Data System.Data System.Data System.Management.Automation System.Management.Automation Microsoft.PowerShell.Commands.Utility.ni System.Configuration.ni System.Configuration System.Configuration System.Xml.ni System.Xml System.Xml System.Numerics.ni System.Numerics System.Numerics System.Security.ni System.Security System.Security ntdll kernel32 KernelBase user32 gdi32 lpk usp10 msvcrt api-ms-win-downlevel-advapi32-l1-1-0 advapi32 sechost rpcrt4 api-ms-win-downlevel-shell32-l1-1-0 shlwapi iertutil api-ms-win-downlevel-version-l1-1-0 version api-ms-win-downlevel-user32-l1-1-0 api-ms-win-downlevel-normaliz-l1-1-0 normaliz api-ms-win-downlevel-shlwapi-l1-1-0 imm32 msctf cryptbase ieframe ole32 oleaut32 shell32 comctl32 IEShims comdlg32 uxtheme api-ms-win-downlevel-ole32-l1-1-0 wininet userenv profapi dwmapi secur32 sspicli api-ms-win-downlevel-advapi32-l2-1-0 ws2_32 nsi api-ms-win-downlevel-shlwapi-l2-1-0 wship6 winnsi clbcatq urlmon netprofm nlaapi cryptsp rsaenh RpcRtRemote winhttp npmproxy dnsapi webio ieproxy rasadhlp mswsock netapi32 netutils srvcli wkscli crypt32 msasn1 ieui apphelp oleacc ExplorerFrame duser dui70 comctl32 imecfm WindowsCodecs msimg32 dhcpcsvc6 dhcpcsvc sxs mlang propsys ntmarta setupapi cfgmgr32 devobj Wldap32 wshqos wshqos wshqos wshqos ncrypt bcrypt bcryptprimitives wintrust gpapi credssp wuwebv wuwebv wuwebv wuwebv wuwebv wuwebv xmllite schannel cryptnet SensApi vcruntime140 api-ms-win-crt-runtime-l1-1-0 ucrtbase api-ms-win-core-timezone-l1-1-0 api-ms-win-core-file-l2-1-0 api-ms-win-core-localization-l1-2-0 api-ms-win-core-synch-l1-2-0 api-ms-win-core-processthreads-l1-1-1 api-ms-win-core-file-l1-2-0 api-ms-win-crt-string-l1-1-0 api-ms-win-crt-heap-l1-1-0 api-ms-win-crt-stdio-l1-1-0 api-ms-win-crt-convert-l1-1-0 linkinfo tquery StructuredQuery samcli slc Wpc wevtapi samlib ntshrui cscapi ,normal
ntdll ntdll wow64 wow64win wow64cpu kernel32 kernel32 kernel32 user32 kernel32 KernelBase msvcrt winbrand user32 gdi32 lpk usp10 advapi32 sechost rpcrt4 sspicli cryptbase imm32 msctf apphelp ,normal
ntdll kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 gdi32 user32 lpk usp10 ole32 msimg32 wmsgapi wtsapi32 winmm userenv profapi winsta crypt32 msasn1 MsCtfMonitor msctf imm32 msutb comctl32 shlwapi secur32 sspicli shell32 cryptbase uxtheme wintrust cryptsp rsaenh imagehlp bcrypt bcryptprimitives ncrypt gpapi cryptnet Wldap32 SensApi version clbcatq oleaut32 urlmon api-ms-win-downlevel-ole32-l1-1-0 api-ms-win-downlevel-shlwapi-l1-1-0 api-ms-win-downlevel-advapi32-l1-1-0 api-ms-win-downlevel-user32-l1-1-0 api-ms-win-downlevel-version-l1-1-0 api-ms-win-downlevel-normaliz-l1-1-0 normaliz iertutil wininet ,normal
ntdll ntdll wow64 wow64win wow64cpu kernel32 kernel32 user32 ole32 msimg32 shell32 wsock32 netutils KernelBase oleaut32 msvcrt gdi32 user32 advapi32 sechost rpcrt4 sspicli cryptbase lpk usp10 version mpr comctl32 shlwapi ws2_32 nsi netapi32 srvcli wkscli imm32 msctf kernel32 kernel32 ,normal
ntdll ,normal
ntdll ntdll wow64 wow64win wow64cpu kernel32 kernel32 kernel32 user32 kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 sspicli cryptbase msvcr120_clr0400 mscoree ole32 gdi32 user32 lpk usp10 oleaut32 imm32 msctf cryptsp rsaenh RpcRtRemote clbcatq sxs mscoreei clr shlwapi mscorlib.ni clrjit Microsoft.WSMan.Management.Activities Microsoft.WSMan.Management.Activities version mscorlib mscorlib System.ni System.Core.ni Microsoft.PowerShell.Workflow.ServiceCore.ni Microsoft.Powershell.Workflow.ServiceCore Microsoft.Powershell.Workflow.ServiceCore System.Activities.ni System.Activities System.Activities System.Activities System.Activities System.Activities System.Activities System.Management.Automation System.Management.Automation System System Microsoft.WSMan.Runtime Microsoft.WSMan.Runtime Microsoft.WSMan.Management.ni Microsoft.WSMan.Management Microsoft.WSMan.Management System.Management.ni System.Management System.Management System.ServiceModel.Internals.ni System.ServiceModel.Internals System.ServiceModel.Internals System.ServiceModel.Internals System.ServiceModel.Internals System.ServiceModel.Internals System.ServiceModel.Internals System.Transactions.ni System.Transactions System.Transactions System.Transactions System.Transactions System.Transactions System.Transactions System.Transactions System.Core System.Core System.Core System.Core System.Core System.Core Microsoft.WSMan.Management.Activities.ni ,normal
ntdll kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 msvcr120_clr0400 mscoree ole32 gdi32 user32 lpk usp10 oleaut32 imm32 msctf cryptbase cryptsp rsaenh RpcRtRemote clbcatq sxs mscoreei mscorwks msvcr80 shlwapi shell32 profapi mscorlib.ni mscorjit mscorlib mscorlib version mscorlib mscorlib PresentationFramework.Aero.ni System.ni WindowsBase.ni PresentationCore.ni PresentationFramework.ni PresentationCore PresentationCore PresentationCore PresentationCore ,normal
ntdll wow64 wow64win wow64cpu kernel32 kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 sspicli cryptbase msvcr120_clr0400 mscoree ole32 gdi32 user32 lpk usp10 oleaut32 imm32 msctf ntdll cryptsp rsaenh RpcRtRemote kernel32 kernel32 user32 clbcatq sxs mscoreei clr shlwapi mscorlib.ni clrjit System.Management.Automation System.Management.Automation version mscorlib mscorlib System.ni System.Core.ni Microsoft.Management.Infrastructure.ni System System System.Core System.Core Microsoft.Powershell.Commands.Management Microsoft.Powershell.Commands.Management System.Management.ni System.ServiceProcess.ni System.Drawing.ni System.Windows.Forms.ni System.Windows.Forms System.Windows.Forms System.Drawing System.Drawing Microsoft.WSMan.Management Microsoft.WSMan.Management System.DirectoryServices.ni System.DirectoryServices System.DirectoryServices Microsoft.CSharp.ni Microsoft.CSharp Microsoft.CSharp System.Web.Services.ni System.Web.Services System.Web.Services System.Xml.ni System.Xml System.Xml System.Configuration.ni Microsoft.Powershell.Security Microsoft.Powershell.Security System.Configuration System.Configuration System.Numerics.ni System.Numerics System.Numerics System.Security.ni System.Security System.Security ntdll ntdll wow64 wow64win wow64cpu kernel32 kernel32 kernel32 user32 kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 sspicli cryptbase msvcr120_clr0400 mscoree ole32 gdi32 user32 lpk usp10 oleaut32 imm32 msctf cryptsp rsaenh RpcRtRemote clbcatq sxs mscoreei mscorwks msvcr80 shlwapi shell32 profapi mscorlib.ni mscorjit mscorlib mscorlib version mscorlib mscorlib PresentationFramework.Royale.ni PresentationFramework.Royale PresentationFramework.Royale PresentationFramework.Royale PresentationFramework.Royale System.ni WindowsBase.ni PresentationCore.ni PresentationFramework.ni PresentationFramework PresentationFramework PresentationFramework PresentationFramework WindowsBase WindowsBase WindowsBase WindowsBase System System System System PresentationCore PresentationCore PresentationCore PresentationCore ,normal
ntdll kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 msvcr120_clr0400 mscoree ole32 gdi32 user32 lpk usp10 oleaut32 imm32 msctf cryptbase cryptsp rsaenh RpcRtRemote clbcatq sxs mscoreei mscorwks msvcr80 shlwapi shell32 profapi mscorlib.ni mscorjit mscorlib mscorlib version mscorlib mscorlib System.ni WindowsBase.ni System.Security.ni System.Xml.ni Accessibility.ni System.Configuration.ni System.Data.SqlXml.ni ,normal
ntdll ntdll wow64 wow64win wow64cpu kernel32 kernel32 kernel32 user32 kernel32 KernelBase msvcrt ole32 gdi32 user32 advapi32 sechost rpcrt4 sspicli cryptbase lpk usp10 imm32 msctf clbcatq oleaut32 cryptsp rsaenh RpcRtRemote shell32 shlwapi uxtheme actxprxy comctl32 ,normal
ntdll ntdll wow64 wow64win wow64cpu kernel32 kernel32 kernel32 user32 kernel32 KernelBase msvcrt winbrand user32 gdi32 lpk usp10 advapi32 sechost rpcrt4 sspicli cryptbase imm32 msctf apphelp ,normal
ntdll ntdll wow64 wow64win wow64cpu kernel32 kernel32 kernel32 user32 kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 sspicli cryptbase dnsapi ws2_32 nsi winnsi dhcpcsvc dhcpcsvc6 shell32 shlwapi gdi32 user32 lpk usp10 ole32 imm32 msctf clbcatq oleaut32 cryptsp rsaenh RpcRtRemote wevtapi ,normal
ntdll ntdll wow64 wow64win wow64cpu kernel32 kernel32 kernel32 user32 kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 sspicli cryptbase msvcr120_clr0400 mscoree ole32 gdi32 user32 lpk usp10 oleaut32 imm32 msctf cryptsp rsaenh RpcRtRemote clbcatq sxs mscoreei mscorwks msvcr80 shlwapi shell32 profapi mscorlib.ni mscorjit mscorlib mscorlib version mscorlib mscorlib PresentationFramework.Luna.ni PresentationFramework.Luna PresentationFramework.Luna PresentationFramework.Luna PresentationFramework.Luna System.ni WindowsBase.ni PresentationCore.ni PresentationFramework.ni PresentationFramework PresentationFramework PresentationFramework PresentationFramework WindowsBase WindowsBase WindowsBase WindowsBase System System System System PresentationCore PresentationCore PresentationCore PresentationCore System.Xml.ni System.XML System.XML System.XML System.XML UIAutomationProvider.ni UIAutomationProvider UIAutomationProvider UIAutomationProvider UIAutomationProvider System.Drawing.ni System.Drawing System.Drawing System.Drawing System.Drawing System.Deployment.ni System.Deployment System.Deployment System.Deployment System.Deployment PresentationUI.ni PresentationUI PresentationUI System.Printing.ni System.Printing System.Printing System.Printing System.Printing ReachFramework.ni ReachFramework ReachFramework UIAutomationTypes.ni UIAutomationTypes UIAutomationTypes UIAutomationTypes UIAutomationTypes System.Data.ni System.Data System.Data System.Data System.Data System.Data ws2_32 nsi crypt32 msasn1 Accessibility.ni Accessibility Accessibility Accessibility Accessibility System.Configuration.ni System.configuration System.configuration System.configuration System.configuration System.Security.ni System.Security System.Security System.Security System.Security System.Data.SqlXml.ni System.Data.SqlXml System.Data.SqlXml System.Data.SqlXml System.Data.SqlXml Microsoft.VisualC.ni PresentationCFFRasterizer.ni PresentationCFFRasterizer PresentationCFFRasterizer System.Windows.Forms.ni System.Windows.Forms System.Windows.Forms System.Windows.Forms System.Windows.Forms System.Runtime.Serialization.Formatters.Soap.ni System.Runtime.Serialization.Formatters.Soap System.Runtime.Serialization.Formatters.Soap System.DirectoryServices.ni System.DirectoryServices System.DirectoryServices System.DirectoryServices System.DirectoryServices System.Transactions.ni System.Transactions System.Transactions System.Transactions System.Transactions System.Transactions System.EnterpriseServices.ni System.EnterpriseServices System.EnterpriseServices System.Runtime.Remoting.ni System.Runtime.Remoting System.Runtime.Remoting System.Web.ni System.Web System.Web System.Web System.Web System.Web.Services.ni System.Web.Services System.Web.Services System.Web.Services System.Web.Services System.DirectoryServices.Protocols.ni System.DirectoryServices.Protocols System.DirectoryServices.Protocols System.DirectoryServices.Protocols System.DirectoryServices.Protocols System.Design.ni System.Design System.Design System.ServiceProcess.ni System.ServiceProcess System.ServiceProcess System.Web.RegularExpressions.ni System.Web.RegularExpressions System.Web.RegularExpressions System.Web.RegularExpressions System.Web.RegularExpressions System.Drawing.Design.ni System.Drawing.Design System.Drawing.Design System.Data.OracleClient.ni System.Data.OracleClient System.Data.OracleClient System.Data.OracleClient System.Data.OracleClient System.Data.OracleClient System.Configuration.Install.ni System.Configuration.Install System.Configuration.Install ntdll kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 atl user32 gdi32 lpk usp10 ole32 oleaut32 mscoree imm32 msctf cryptbase uxtheme clbcatq shell32 shlwapi userenv profapi comctl32 ntmarta Wldap32 propsys linkinfo setupapi cfgmgr32 devobj srvcli cscapi slc cryptsp rsaenh mscoreei version ntshrui clr clr clr msvcr120_clr0400 mscorlib.ni System.ni System.Core.ni Microsoft.PowerShell.ConsoleHost.ni System.Management.Automation.ni nlssorting psapi System.Numerics.ni Microsoft.Management.Infrastructure.ni System.Xml.ni System.DirectoryServices.ni System.Management.ni System.Configuration.Install.ni System.Transactions.ni System.Transactions RpcRtRemote api-ms-win-core-xstate-l2-1-0 clrjit Microsoft.PowerShell.Security.ni secur32 sspicli System.Configuration.ni wintrust crypt32 msasn1 msisip wshext comctl32 comdlg32 pwrshsip System.Data.ni System.Data ws2_32 nsi apphelp ,normal
ntdll kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 shell32 shlwapi gdi32 user32 lpk usp10 imm32 msctf ole32 cryptbase uxtheme propsys oleaut32 comctl32 clbcatq ntmarta Wldap32 profapi urlmon api-ms-win-downlevel-ole32-l1-1-0 api-ms-win-downlevel-shlwapi-l1-1-0 api-ms-win-downlevel-advapi32-l1-1-0 api-ms-win-downlevel-user32-l1-1-0 api-ms-win-downlevel-version-l1-1-0 version api-ms-win-downlevel-normaliz-l1-1-0 normaliz iertutil wininet userenv secur32 sspicli setupapi cfgmgr32 devobj mpr urlmon api-ms-win-downlevel-ole32-l1-1-0 api-ms-win-downlevel-user32-l1-1-0 api-ms-win-downlevel-version-l1-1-0 version api-ms-win-downlevel-normaliz-l1-1-0 normaliz iertutil wininet userenv ,normal
ntdll ntdll wow64 wow64win wow64cpu kernel32 kernel32 kernel32 user32 kernel32 KernelBase msvcrt winbrand user32 gdi32 lpk usp10 advapi32 sechost rpcrt4 sspicli cryptbase imm32 msctf apphelp ,normal
ntdll ole32 imm32 kernel32 sechost msctf lpk ws2_32 oleaut32 advapi32 clbcatq rpcrt4 nsi msvcrt user32 gdi32 usp10 KernelBase RpcRtRemote cryptbase sspicli Wldap32 secur32 cryptsp cryptsp mswsock wship6 rsaenh credssp version ntmarta rpcss RpcEpMap wshqos wshqos wshqos wshqos FirewallAPI wucltux ,normal
ntdll kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 user32 gdi32 lpk usp10 ole32 comctl32 shlwapi shell32 dui70 imm32 msctf ,normal
ntdll ntdll wow64 wow64win wow64cpu kernel32 kernel32 kernel32 user32 kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 sspicli cryptbase dnsapi ws2_32 nsi winnsi dhcpcsvc dhcpcsvc6 shell32 shlwapi gdi32 user32 lpk usp10 ole32 imm32 msctf clbcatq oleaut32 cryptsp rsaenh RpcRtRemote wevtapi ,normal
ntdll kernel32 KernelBase vcruntime140 api-ms-win-crt-runtime-l1-1-0 ucrtbase api-ms-win-core-timezone-l1-1-0 api-ms-win-core-file-l2-1-0 api-ms-win-core-localization-l1-2-0 api-ms-win-core-synch-l1-2-0 api-ms-win-core-processthreads-l1-1-1 api-ms-win-core-file-l1-2-0 api-ms-win-crt-string-l1-1-0 api-ms-win-crt-heap-l1-1-0 api-ms-win-crt-stdio-l1-1-0 api-ms-win-crt-convert-l1-1-0 advapi32 msvcrt sechost rpcrt4 msvcp140 api-ms-win-crt-locale-l1-1-0 api-ms-win-crt-math-l1-1-0 api-ms-win-crt-multibyte-l1-1-0 api-ms-win-crt-time-l1-1-0 api-ms-win-crt-filesystem-l1-1-0 api-ms-win-crt-environment-l1-1-0 api-ms-win-crt-utility-l1-1-0 ole32 gdi32 user32 lpk usp10 Mso30win32client Mso20win32client oleaut32 imm32 msctf cryptbase msi shell32 shlwapi webservices sfc sfc_os propsys profapi userenv Csi PeerDist authz clbcatq netprofm nsi nlaapi cryptsp rsaenh RpcRtRemote npmproxy normaliz winhttp webio winnsi dhcpcsvc6 ws2_32 dhcpcsvc sspicli credssp cfgmgr32 mswsock wship6 urlmon api-ms-win-downlevel-ole32-l1-1-0 api-ms-win-downlevel-shlwapi-l1-1-0 api-ms-win-downlevel-advapi32-l1-1-0 api-ms-win-downlevel-user32-l1-1-0 api-ms-win-downlevel-version-l1-1-0 version api-ms-win-downlevel-normaliz-l1-1-0 iertutil wininet userenv secur32 api-ms-win-downlevel-advapi32-l2-1-0 dnsapi rasadhlp schannel crypt32 msasn1 ncrypt bcrypt bcryptprimitives gpapi msxml6 setupapi devobj powrprof ,normal
SensApi SensApi SensApi SensApi SensApi SensApi api-ms-win-downlevel-version-l1-1-0 api-ms-win-downlevel-user32-l1-1-0 mshtml iertutil api-ms-win-downlevel-normaliz-l1-1-0 normaliz urlmon wininet userenv SensApi SensApi SensApi SensApi advapi32 wbemdisp wbemcomn wbemprox wmiutils fastprox ntdsapi wbemsvc SensApi ieframe secur32 api-ms-win-downlevel-advapi32-l2-1-0 api-ms-win-downlevel-shell32-l1-1-0 SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi networkexplorer networkexplorer networkexplorer networkexplorer drprov ntlanman davclnt davhlpr SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi shdocvw shdocvw shdocvw shdocvw shell32 SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi SensApi ole32 ,normal
ntdll kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 user32 gdi32 lpk usp10 ole32 shlwapi oleaut32 srvcli cryptdll setupapi cfgmgr32 devobj authz imm32 msctf cryptbase RpcRtRemote clbcatq cryptsp rsaenh netutils version netapi32 wkscli atl propsys samcli es vssapi vsstrace samlib clusapi resutils xolehlp mfcsubs catsrvut virtdisk fltLib vss_ps ,normal
ntdll kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 msvcr120_clr0400 mscoree ole32 gdi32 user32 lpk usp10 oleaut32 imm32 msctf cryptbase cryptsp rsaenh RpcRtRemote clbcatq sxs mscoreei mscorwks msvcr80 shlwapi shell32 profapi mscorlib.ni mscorjit mscorlib mscorlib version mscorlib mscorlib PresentationFramework.Aero.ni System.ni WindowsBase.ni PresentationCore.ni PresentationFramework.ni PresentationCore PresentationCore PresentationCore PresentationCore System.Xml.ni UIAutomationProvider.ni System.Drawing.ni System.Deployment.ni PresentationUI.ni System.Printing.ni System.Printing System.Printing System.Printing System.Printing ReachFramework.ni UIAutomationTypes.ni System.Data.ni System.Data System.Data System.Data System.Data System.Data crypt32 msasn1 Accessibility.ni ws2_32 System.Configuration.ni System.Security.ni nsi System.Data.SqlXml.ni Microsoft.VisualC.ni PresentationCFFRasterizer.ni System.Windows.Forms.ni System.Runtime.Serialization.Formatters.Soap.ni System.DirectoryServices.ni System.Transactions.ni System.Transactions System.Transactions System.Transactions System.Transactions System.Transactions System.EnterpriseServices.ni System.EnterpriseServices System.EnterpriseServices System.Runtime.Remoting.ni System.Web.ni System.Web System.Web System.Web System.Web System.Web.Services.ni System.DirectoryServices.Protocols.ni System.Design.ni System.ServiceProcess.ni System.Web.RegularExpressions.ni System.Drawing.Design.ni System.Data.OracleClient.ni System.Data.OracleClient System.Data.OracleClient System.Data.OracleClient System.Data.OracleClient System.Data.OracleClient System.Configuration.Install.ni ,normal
ntdll kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 user32 gdi32 lpk usp10 comctl32 shlwapi imm32 msctf ole32 oleaut32 shell32 slc cryptbase clbcatq cryptsp rsaenh RpcRtRemote crypt32 sppcommdlg msasn1 WinSCard winhttp webio ws2_32 nsi setupapi cfgmgr32 devobj wtsapi32 cryptui sxs uxtheme dwmapi winbrand sppc msswch winmm sppcomapi sppcext rasapi32 rasman tapi32 msi slwga ,normal
ntdll kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 gdi32 user32 lpk usp10 msswch winmm dwmapi GdiPlus ole32 oleacc oleaut32 shlwapi wmsgapi duser uxtheme imm32 msctf ,normal
ntdll kernel32 KernelBase gdi32 user32 lpk usp10 msvcrt imm32 msctf ole32 rpcrt4 oleaut32 uxtheme dwmapi advapi32 sechost comctl32 shlwapi cryptbase clbcatq shell32 comctl32 oleacc imecfm version msswch winmm ,normal
ntdll kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 atl user32 gdi32 lpk usp10 ole32 oleaut32 mscoree shlwapi imm32 msctf cryptbase uxtheme clbcatq shell32 userenv profapi comctl32 ntmarta Wldap32 setupapi cfgmgr32 devobj propsys linkinfo srvcli slc cryptsp rsaenh mscoreei version ntshrui mscorwks mscorwks mscorwks cscapi msvcr80 mscorlib.ni System.ni Microsoft.PowerShell.ConsoleHost.ni psapi System.Management.Automation.ni System.Core.ni Microsoft.PowerShell.Commands.Diagnostics.ni System.Configuration.Install.ni Microsoft.WSMan.Management.ni System.Transactions.ni System.Transactions Microsoft.PowerShell.Commands.Utility.ni Microsoft.PowerShell.Commands.Management.ni Microsoft.PowerShell.Security.ni Culture System.Xml.ni System.Management.ni System.DirectoryServices.ni shfolder mscorjit secur32 sspicli System.Data.ni ws2_32 nsi crypt32 msasn1 System.Data netutils ,normal
ntdll kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 gdi32 user32 lpk usp10 msswch winmm dwmapi GdiPlus ole32 oleacc oleaut32 shlwapi wmsgapi duser uxtheme imm32 msctf cryptbase dui70 comctl32 xmllite clbcatq tabskb cryptsp rsaenh RpcRtRemote cfgmgr32 WindowsCodecs ntdll ntdll wow64 wow64win wow64cpu kernel32 kernel32 kernel32 user32 kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 sspicli cryptbase msvcr120_clr0400 mscoree ole32 gdi32 user32 lpk usp10 oleaut32 imm32 msctf cryptsp rsaenh RpcRtRemote clbcatq sxs mscoreei clr shlwapi mscorlib.ni clrjit Microsoft.WSMan.Management Microsoft.WSMan.Management version mscorlib mscorlib System.Management.Automation System.Management.Automation Microsoft.WSMan.Runtime Microsoft.WSMan.Runtime System.ni System.Configuration.Install.ni System.Configuration.Install System.Configuration.Install System System System.Core.ni System.Core System.Core System.Core System.Core System.Core System.Core System.Xml.ni System.Xml System.Xml System.Xml System.Xml System.Xml System.Xml System.ServiceProcess.ni System.ServiceProcess System.ServiceProcess Microsoft.WSMan.Management.ni ntdll ntdll wow64 wow64win wow64cpu kernel32 kernel32 kernel32 user32 kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 sspicli cryptbase msvcr120_clr0400 mscoree ole32 gdi32 user32 lpk usp10 oleaut32 imm32 msctf cryptsp rsaenh RpcRtRemote clbcatq sxs mscoreei clr shlwapi mscorlib.ni clrjit System.ni System.ServiceProcess.ni version mscorlib mscorlib System System System.Configuration.Install.ni System.Drawing.ni System.Windows.Forms.ni System.Windows.Forms System.Windows.Forms System.Drawing System.Drawing System.Core.ni System.Configuration.ni System.Configuration System.Configuration System.Core System.Core System.Xml.ni System.Xml System.Xml ntdll kernel32 KernelBase gdi32 user32 lpk usp10 msvcrt imm32 msctf ole32 rpcrt4 oleaut32 uxtheme dwmapi advapi32 sechost comctl32 shlwapi cryptbase clbcatq shell32 comctl32 oleacc imecfm version msswch winmm ,normal
ntdll kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 user32 gdi32 lpk usp10 ole32 oleaut32 shlwapi imm32 msctf msshooks mscoree mscoreei cryptbase clbcatq mssprxy tquery cryptsp rsaenh RpcRtRemote ,normal
ntdll ntdll wow64 wow64win wow64cpu kernel32 kernel32 kernel32 user32 kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 sspicli cryptbase dnsapi ws2_32 nsi winnsi dhcpcsvc dhcpcsvc6 shell32 shlwapi gdi32 user32 lpk usp10 ole32 imm32 msctf clbcatq oleaut32 cryptsp rsaenh RpcRtRemote wevtapi ,normal
ntdll kernel32 oleaut32 lpk imm32 ole32 ws2_32 sechost clbcatq nsi user32 msvcrt advapi32 msctf gdi32 usp10 Wldap32 rpcrt4 KernelBase RpcRtRemote cryptbase sspicli secur32 cryptsp cryptsp mswsock wship6 rsaenh credssp FirewallAPI RpcEpMap version ntmarta rpcss wshqos wshqos wshqos wshqos ,normal
ntdll ntdll wow64 wow64win wow64cpu kernel32 kernel32 kernel32 user32 kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 sspicli cryptbase msvcr120_clr0400 mscoree ole32 gdi32 user32 lpk usp10 oleaut32 imm32 msctf cryptsp rsaenh RpcRtRemote clbcatq sxs mscoreei clr shlwapi mscorlib.ni clrjit Microsoft.PowerShell.Security.Activities Microsoft.PowerShell.Security.Activities version mscorlib mscorlib Microsoft.Powershell.Workflow.ServiceCore Microsoft.Powershell.Workflow.ServiceCore System.ni System.Core.ni System.Activities.ni System.Activities System.Activities System.Activities System.Activities System.Activities System.Activities System.Management.Automation System.Management.Automation System.Management.ni System.Management System.Management System.Core System.Core System.Core System.Core System.Core System.Core System System System.ServiceModel.Internals.ni System.ServiceModel.Internals System.ServiceModel.Internals System.ServiceModel.Internals System.ServiceModel.Internals System.ServiceModel.Internals System.ServiceModel.Internals System.Transactions.ni System.Transactions System.Transactions System.Transactions System.Transactions System.Transactions System.Transactions System.Transactions Microsoft.PowerShell.Security.Activities.ni ,normal
